timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1706555370284,5,Get Flight Order,200,OK,Thread Group 2-2,text,true,,464,146,5,6,http://localhost:8000/Flights_REST/FlightOrders/1,5,0,0
1706555370286,46,Delete Flight Order,200,OK,Thread Group 2-4,text,true,,237,234,5,6,http://localhost:8000/Flights_REST/FlightOrders/100,46,0,0
1706555370287,45,Get Flights,200,OK,Flight 1-3,text,true,,1907,194,1,6,http://localhost:8000/Flights_REST/Flights?DepartureCity=London&ArrivalCity=Paris&Date=2024/01/26,45,0,0
1706555370288,44,Reserve Order,307,Temporary Redirect,Thread Group 2-3,text,true,,2114,454,5,6,http://localhost:8000/Flights_REST/FlightOrders,44,0,0
1706555370287,390,Update Flight Order,200,OK,Thread Group 2-5,text,false,"The operation lasted too long: It took 390 milliseconds, but should not have lasted longer than 100 milliseconds.",236,445,5,7,http://localhost:8000/Flights_REST/FlightOrders/1,390,0,0
1706555370289,389,Get Flight Order,200,OK,Thread Group 2-1,text,false,"The operation lasted too long: It took 389 milliseconds, but should not have lasted longer than 100 milliseconds.",464,146,5,7,http://localhost:8000/Flights_REST/FlightOrders/1,389,0,0
1706555370289,390,Update Flight Order,200,OK,Thread Group 2-2,text,false,"The operation lasted too long: It took 390 milliseconds, but should not have lasted longer than 100 milliseconds.",236,445,5,7,http://localhost:8000/Flights_REST/FlightOrders/1,390,0,0
1706555370332,349,Get Orders,200,OK,Thread Group 2-4,text,false,"The operation lasted too long: It took 349 milliseconds, but should not have lasted longer than 100 milliseconds.",3327,192,5,7,http://localhost:8000/Flights_REST/FlightOrders?CustomerName=none&OrderNumber=0&Date=0001/01/01,349,0,0
1706555370332,350,Get Flight By Number,200,OK,Flight 1-3,text,false,"The operation lasted too long: It took 350 milliseconds, but should not have lasted longer than 100 milliseconds.",468,145,2,7,http://localhost:8000/Flights_REST/Flights/10547,350,0,0
1706555370333,349,Get Flight Order,200,OK,Thread Group 2-3,text,false,"The operation lasted too long: It took 349 milliseconds, but should not have lasted longer than 100 milliseconds.",464,146,5,7,http://localhost:8000/Flights_REST/FlightOrders/1,349,0,0
1706555370447,529,Get Flights,200,OK,Flight 1-4,text,false,"The operation lasted too long: It took 529 milliseconds, but should not have lasted longer than 100 milliseconds.",1907,194,1,6,http://localhost:8000/Flights_REST/Flights?DepartureCity=London&ArrivalCity=Paris&Date=2024/01/26,529,0,1
1706555370678,347,Delete Flight Order,200,OK,Thread Group 2-5,text,false,"The operation lasted too long: It took 347 milliseconds, but should not have lasted longer than 100 milliseconds.",237,234,5,6,http://localhost:8000/Flights_REST/FlightOrders/100,347,0,0
1706555370678,521,Update Flight Order,200,OK,Thread Group 2-1,text,false,"The operation lasted too long: It took 521 milliseconds, but should not have lasted longer than 100 milliseconds.",236,445,5,6,http://localhost:8000/Flights_REST/FlightOrders/1,521,0,0
1706555370679,521,Delete Flight Order,200,OK,Thread Group 2-2,text,false,"The operation lasted too long: It took 521 milliseconds, but should not have lasted longer than 100 milliseconds.",237,234,5,6,http://localhost:8000/Flights_REST/FlightOrders/100,521,0,0
1706555370682,519,Reserve Order,307,Temporary Redirect,Thread Group 2-4,text,false,"The operation lasted too long: It took 519 milliseconds, but should not have lasted longer than 100 milliseconds.",2114,454,5,6,http://localhost:8000/Flights_REST/FlightOrders,519,0,0
1706555370682,520,Update Flight Order,200,OK,Thread Group 2-3,text,false,"The operation lasted too long: It took 520 milliseconds, but should not have lasted longer than 100 milliseconds.",236,445,5,6,http://localhost:8000/Flights_REST/FlightOrders/1,520,0,0
1706555370976,226,Get Flight By Number,200,OK,Flight 1-4,text,false,"The operation lasted too long: It took 226 milliseconds, but should not have lasted longer than 100 milliseconds.",467,145,1,6,http://localhost:8000/Flights_REST/Flights/11820,226,0,0
1706555371025,232,Get Orders,200,OK,Thread Group 2-5,text,false,"The operation lasted too long: It took 232 milliseconds, but should not have lasted longer than 100 milliseconds.",3327,192,5,6,http://localhost:8000/Flights_REST/FlightOrders?CustomerName=none&OrderNumber=0&Date=0001/01/01,232,0,0
1706555371200,58,Delete Flight Order,200,OK,Thread Group 2-1,text,true,,237,234,5,6,http://localhost:8000/Flights_REST/FlightOrders/100,58,0,0
1706555371201,57,Get Orders,200,OK,Thread Group 2-2,text,true,,3327,192,5,6,http://localhost:8000/Flights_REST/FlightOrders?CustomerName=none&OrderNumber=0&Date=0001/01/01,57,0,0
1706555371202,92,Get Flight Order,200,OK,Thread Group 2-4,text,true,,464,146,5,6,http://localhost:8000/Flights_REST/FlightOrders/1,92,0,0
1706555371202,93,Delete Flight Order,200,OK,Thread Group 2-3,text,true,,237,234,5,6,http://localhost:8000/Flights_REST/FlightOrders/100,93,0,0
1706555371203,92,Get Flights,200,OK,Flight 1-4,text,true,,1907,194,1,6,http://localhost:8000/Flights_REST/Flights?DepartureCity=London&ArrivalCity=Paris&Date=2024/01/26,92,0,0
1706555371257,39,Reserve Order,307,Temporary Redirect,Thread Group 2-5,text,true,,2114,454,5,6,http://localhost:8000/Flights_REST/FlightOrders,39,0,0
1706555371258,38,Get Orders,200,OK,Thread Group 2-1,text,true,,3327,192,5,6,http://localhost:8000/Flights_REST/FlightOrders?CustomerName=none&OrderNumber=0&Date=0001/01/01,38,0,0
1706555371258,39,Reserve Order,307,Temporary Redirect,Thread Group 2-2,text,true,,2114,454,5,6,http://localhost:8000/Flights_REST/FlightOrders,39,0,0
1706555371294,107,Update Flight Order,200,OK,Thread Group 2-4,text,false,"The operation lasted too long: It took 107 milliseconds, but should not have lasted longer than 100 milliseconds.",236,445,5,6,http://localhost:8000/Flights_REST/FlightOrders/1,107,0,0
1706555371295,106,Get Orders,200,OK,Thread Group 2-3,text,false,"The operation lasted too long: It took 106 milliseconds, but should not have lasted longer than 100 milliseconds.",3327,192,5,6,http://localhost:8000/Flights_REST/FlightOrders?CustomerName=none&OrderNumber=0&Date=0001/01/01,106,0,0
1706555371296,106,Get Flight By Number,200,OK,Flight 1-4,text,false,"The operation lasted too long: It took 106 milliseconds, but should not have lasted longer than 100 milliseconds.",467,145,1,6,http://localhost:8000/Flights_REST/Flights/11820,106,0,0
1706555371296,106,Get Flight Order,200,OK,Thread Group 2-5,text,false,"The operation lasted too long: It took 106 milliseconds, but should not have lasted longer than 100 milliseconds.",464,146,5,6,http://localhost:8000/Flights_REST/FlightOrders/1,106,0,0
1706555371296,107,Reserve Order,307,Temporary Redirect,Thread Group 2-1,text,false,"The operation lasted too long: It took 107 milliseconds, but should not have lasted longer than 100 milliseconds.",2114,454,5,6,http://localhost:8000/Flights_REST/FlightOrders,107,0,0
1706555371298,105,Get Flight Order,200,OK,Thread Group 2-2,text,false,"The operation lasted too long: It took 105 milliseconds, but should not have lasted longer than 100 milliseconds.",464,146,4,5,http://localhost:8000/Flights_REST/FlightOrders/1,105,0,0
1706555371401,91,Delete Flight Order,200,OK,Thread Group 2-4,text,true,,237,234,4,6,http://localhost:8000/Flights_REST/FlightOrders/100,91,0,0
1706555371401,92,Reserve Order,307,Temporary Redirect,Thread Group 2-3,text,true,,2114,454,4,6,http://localhost:8000/Flights_REST/FlightOrders,92,0,0
1706555371402,252,Get Flights,200,OK,Flight 1-4,text,false,"The operation lasted too long: It took 252 milliseconds, but should not have lasted longer than 100 milliseconds.",1907,194,2,6,http://localhost:8000/Flights_REST/Flights?DepartureCity=London&ArrivalCity=Paris&Date=2024/01/26,252,0,0
1706555371402,428,Update Flight Order,200,OK,Thread Group 2-5,text,false,"The operation lasted too long: It took 428 milliseconds, but should not have lasted longer than 100 milliseconds.",236,445,4,6,http://localhost:8000/Flights_REST/FlightOrders/1,428,0,0
